[ 2013-06-03T22:29:09+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined variable: page 2e658b4e477fb88e12382f4634840003.php 第 163 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 254 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined variable: havelink 2e658b4e477fb88e12382f4634840003.php 第 261 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [2] Invalid argument supplied for foreach() ShowAboutWidget.class.php 第 9 行.
[ 2013-06-03T22:29:09+08:00 ] / | NOTIC: [8] Undefined index: type ShowAboutWidget.class.php 第 13 行.
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.088486s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.088565s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.001010s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.001223s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000659s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.001180s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004409s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.001289s ]
[ 2013-06-03T22:29:09+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.001393s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --START--
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run CheckRoute Behavior [ RunTime:0.001752s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.001909s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000895s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001021s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | NOTIC: [8] Undefined index: uc_enable BaseAction.class.php 第 15 行.
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --START--
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run LocationTemplate Behavior [ RunTime:0.002446s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.002582s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --START--
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run ParseTemplate Behavior [ RunTime:0.020472s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020586s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run ContentReplace Behavior [ RunTime:0.001043s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run TokenBuild Behavior [ RunTime:0.001108s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000692s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000849s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004118s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000851s ]
[ 2013-06-03T22:29:09+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.001007s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001181s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001328s ]
[ 2013-06-03T22:29:11+08:00 ] / | SQL: SHOW COLUMNS FROM `thinklc_article` [ RunTime:0.004002s ]
[ 2013-06-03T22:29:11+08:00 ] / | SQL: SELECT * FROM `thinklc_article` WHERE status = 1  [ RunTime:0.000615s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.001563s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.001653s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: searchkey 2e658b4e477fb88e12382f4634840003.php 第 62 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 66 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: cate 2e658b4e477fb88e12382f4634840003.php 第 70 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: cate 2e658b4e477fb88e12382f4634840003.php 第 70 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: cate 2e658b4e477fb88e12382f4634840003.php 第 70 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 93 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: page 2e658b4e477fb88e12382f4634840003.php 第 101 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: infocount 2e658b4e477fb88e12382f4634840003.php 第 142 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: infocount 2e658b4e477fb88e12382f4634840003.php 第 160 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: linkurl 2e658b4e477fb88e12382f4634840003.php 第 145 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 149 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: detail 2e658b4e477fb88e12382f4634840003.php 第 152 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: areaid 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 155 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: page 2e658b4e477fb88e12382f4634840003.php 第 163 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: AREA 2e658b4e477fb88e12382f4634840003.php 第 254 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined variable: havelink 2e658b4e477fb88e12382f4634840003.php 第 261 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [2] Invalid argument supplied for foreach() ShowAboutWidget.class.php 第 9 行.
[ 2013-06-03T22:29:11+08:00 ] / | NOTIC: [8] Undefined index: type ShowAboutWidget.class.php 第 13 行.
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.069447s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.069524s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000936s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.001179s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000649s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000921s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003922s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.001352s ]
[ 2013-06-03T22:29:11+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.001514s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --START--
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run CheckRoute Behavior [ RunTime:0.001838s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.002030s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --START--
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000895s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001011s ]
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | NOTIC: [8] Undefined index: uc_enable BaseAction.class.php 第 15 行.
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Tag[ view_template ] --START--
[ 2013-06-03T22:29:11+08:00 ] /index.php/Member/public/userline.html | INFO: Run LocationTemplate Behavior [ RunTime:0.001311s ]
